created_on,name,schema_name,is_builtin,is_aggregate,is_ansi,min_num_arguments,max_num_arguments,arguments,description,catalog_name,is_table_function,valid_for_clustering,is_secure,is_external_function,language,is_memoizable
2012-08-01T00:00:00-07:00,TRY_CAST,,Y,N,Y,1,1,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_DECRYPT,,Y,N,N,2,4,"TRY_DECRYPT(BINARY, VARCHAR [, BINARY] [, VARCHAR]) RETURN BINARY, TRY_DECRYPT(BINARY, VARCHAR [, VARCHAR] [, VARCHAR]) RETURN BINARY",decrypted binary string (return),,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_DECRYPT_RAW,,Y,N,N,2,6,"TRY_DECRYPT_RAW(BINARY, BINARY [, BINARY] [, BINARY] [, VARCHAR] [, BINARY]) RETURN BINARY",decrypted binary string (return),,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_HEX_DECODE_BINARY,,Y,N,N,1,1,TRY_HEX_DECODE_BINARY(VARCHAR) RETURN BINARY,return decoded binary,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_HEX_DECODE_STRING,,Y,N,N,1,1,TRY_HEX_DECODE_STRING(VARCHAR) RETURN VARCHAR,return decoded string,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_PARSE_IP,,Y,N,N,2,2,"TRY_PARSE_IP(VARCHAR, VARCHAR) RETURN OBJECT",Returns an object with all the components of the IP,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_PARSE_JSON,,Y,N,N,1,1,TRY_PARSE_JSON(VARCHAR) RETURN VARIANT,Parses string as a JSON document,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_BINARY,,Y,N,N,1,2,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_BOOLEAN,,Y,N,N,1,1,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_DATE,,Y,N,N,1,2,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_DECIMAL,,Y,N,N,1,4,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_DOUBLE,,Y,N,N,1,2,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOGRAPHY,,Y,N,N,1,1,TRY_TO_GEOGRAPHY(GEOGRAPHY) RETURN GEOGRAPHY,No-op; prevents us from re-packaging GEOGRAPHY during input,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOGRAPHY,,Y,N,N,2,2,"TRY_TO_GEOGRAPHY(GEOGRAPHY, BOOLEAN) RETURN GEOGRAPHY",No-op; prevents us from re-packaging GEOGRAPHY during input,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOGRAPHY,,Y,N,N,1,1,TRY_TO_GEOGRAPHY(VARIANT) RETURN GEOGRAPHY,Tries to parse a variant as a GEOGRAPHY object; supported format is GeoJSON,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOGRAPHY,,Y,N,N,2,2,"TRY_TO_GEOGRAPHY(VARIANT, BOOLEAN) RETURN GEOGRAPHY",Tries to parse a variant as a GEOGRAPHY object; supported format is GeoJSON,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOGRAPHY,,Y,N,N,1,1,TRY_TO_GEOGRAPHY(VARCHAR) RETURN GEOGRAPHY,"Tries to parse a string as a GEOGRAPHY object; supported formats are GeoJSON, WKT, and WKB",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOGRAPHY,,Y,N,N,2,2,"TRY_TO_GEOGRAPHY(VARCHAR, BOOLEAN) RETURN GEOGRAPHY","Tries to parse a string as a GEOGRAPHY object; supported formats are GeoJSON, WKT, and WKB",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOGRAPHY,,Y,N,N,1,1,TRY_TO_GEOGRAPHY(BINARY) RETURN GEOGRAPHY,Tries to parse binary input in WKB format into a GEOGRAPHY object,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOGRAPHY,,Y,N,N,2,2,"TRY_TO_GEOGRAPHY(BINARY, BOOLEAN) RETURN GEOGRAPHY",Tries to parse binary input in WKB format into a GEOGRAPHY object,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOMETRY,,Y,N,N,1,1,TRY_TO_GEOMETRY(GEOMETRY) RETURN GEOMETRY,No-op; prevents us from re-packaging GEOMETRY during input,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOMETRY,,Y,N,N,2,2,"TRY_TO_GEOMETRY(VARIANT, NUMBER) RETURN GEOMETRY",Tries to parse a variant as a GEOMETRY object; supported format is GeoJSON,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOMETRY,,Y,N,N,1,1,TRY_TO_GEOMETRY(VARIANT) RETURN GEOMETRY,Tries to parse a variant as a GEOMETRY object; supported format is GeoJSON,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOMETRY,,Y,N,N,2,2,"TRY_TO_GEOMETRY(VARCHAR, NUMBER) RETURN GEOMETRY","Tries to parse a string as a GEOMETRY object; supported formats are GeoJSON, WKT, and WKB",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOMETRY,,Y,N,N,1,1,TRY_TO_GEOMETRY(VARCHAR) RETURN GEOMETRY,"Tries to parse a string as a GEOMETRY object; supported formats are GeoJSON, WKT, and WKB",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOMETRY,,Y,N,N,2,2,"TRY_TO_GEOMETRY(BINARY, NUMBER) RETURN GEOMETRY",Tries to parse binary input in WKB format into a GEOMETRY object,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOMETRY,,Y,N,N,1,1,TRY_TO_GEOMETRY(BINARY) RETURN GEOMETRY,Tries to parse binary input in WKB format into a GEOMETRY object,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOMETRY,,Y,N,N,4,4,"TRY_TO_GEOMETRY(VARIANT, NUMBER, BOOLEAN, BOOLEAN) RETURN GEOMETRY",Tries to parse a variant as a GEOMETRY object; supported format is GeoJSON,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOMETRY,,Y,N,N,3,3,"TRY_TO_GEOMETRY(VARIANT, BOOLEAN, BOOLEAN) RETURN GEOMETRY",Tries to parse a variant as a GEOMETRY object; supported format is GeoJSON,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOMETRY,,Y,N,N,3,3,"TRY_TO_GEOMETRY(VARIANT, NUMBER, BOOLEAN) RETURN GEOMETRY",Tries to parse a variant as a GEOMETRY object; supported format is GeoJSON,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOMETRY,,Y,N,N,2,2,"TRY_TO_GEOMETRY(VARIANT, BOOLEAN) RETURN GEOMETRY",Tries to parse a variant as a GEOMETRY object; supported format is GeoJSON,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOMETRY,,Y,N,N,4,4,"TRY_TO_GEOMETRY(VARCHAR, NUMBER, BOOLEAN, BOOLEAN) RETURN GEOMETRY","Tries to parse a string as a GEOMETRY object; supported formats are GeoJSON, WKT, and WKB",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOMETRY,,Y,N,N,3,3,"TRY_TO_GEOMETRY(VARCHAR, BOOLEAN, BOOLEAN) RETURN GEOMETRY","Tries to parse a string as a GEOMETRY object; supported formats are GeoJSON, WKT, and WKB",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOMETRY,,Y,N,N,3,3,"TRY_TO_GEOMETRY(VARCHAR, NUMBER, BOOLEAN) RETURN GEOMETRY","Tries to parse a string as a GEOMETRY object; supported formats are GeoJSON, WKT, and WKB",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOMETRY,,Y,N,N,2,2,"TRY_TO_GEOMETRY(VARCHAR, BOOLEAN) RETURN GEOMETRY","Tries to parse a string as a GEOMETRY object; supported formats are GeoJSON, WKT, and WKB",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOMETRY,,Y,N,N,4,4,"TRY_TO_GEOMETRY(BINARY, NUMBER, BOOLEAN, BOOLEAN) RETURN GEOMETRY",Tries to parse binary input in WKB format into a GEOMETRY object,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOMETRY,,Y,N,N,3,3,"TRY_TO_GEOMETRY(BINARY, BOOLEAN, BOOLEAN) RETURN GEOMETRY",Tries to parse binary input in WKB format into a GEOMETRY object,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOMETRY,,Y,N,N,3,3,"TRY_TO_GEOMETRY(BINARY, NUMBER, BOOLEAN) RETURN GEOMETRY",Tries to parse binary input in WKB format into a GEOMETRY object,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_GEOMETRY,,Y,N,N,2,2,"TRY_TO_GEOMETRY(BINARY, BOOLEAN) RETURN GEOMETRY",Tries to parse binary input in WKB format into a GEOMETRY object,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_NUMBER,,Y,N,N,1,4,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_NUMERIC,,Y,N,N,1,4,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_TIME,,Y,N,N,1,2,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_TIMESTAMP,,Y,N,N,1,2,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_TIMESTAMP_LTZ,,Y,N,N,1,2,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_TIMESTAMP_NTZ,,Y,N,N,1,2,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_TO_TIMESTAMP_TZ,,Y,N,N,1,2,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_VALIDATE_UTF8,,Y,N,N,1,1,TRY_VALIDATE_UTF8(VARCHAR) RETURN VARCHAR,return the input string if valid UTF8 otherwise null,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TYPEOF,,Y,N,N,1,1,TYPEOF(VARIANT) RETURN VARCHAR,Returns SQL type word of a variant value,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,UNICODE,,Y,N,N,1,1,UNICODE(VARCHAR) RETURN NUMBER,Returns the Unicode code point of the first character of the string,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,UNIFORM,,Y,N,N,3,3,"UNIFORM(NUMBER, NUMBER, NUMBER) RETURN NUMBER, UNIFORM(FLOAT, FLOAT, NUMBER) RETURN FLOAT",Returns a uniform random distribution,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,UPPER,,Y,N,N,1,1,UPPER(VARCHAR) RETURN VARCHAR,return string with all characters in uppercase,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,UUID_STRING,,Y,N,N,0,2,"UUID_STRING() RETURN VARCHAR, UUID_STRING(VARCHAR, VARCHAR) RETURN VARCHAR",Returns a pseudo-randomly generated (version 4) UUID.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,VALIDATE_STAGE_LOCATION_AGAINST_INTEGRATION,,Y,N,N,2,3,"VALIDATE_STAGE_LOCATION_AGAINST_INTEGRATION(VARCHAR, VARCHAR [, VARCHAR]) RETURN VARCHAR",returns whether a stage location is allowed or blocked by the integration,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,VARIANCE,,Y,Y,Y,1,1,"VARIANCE(NUMBER) RETURN FLOAT, VARIANCE(FLOAT) RETURN FLOAT",Returns the sample variance of the values in a group. Null values are ignored.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,VARIANCE_POP,,Y,Y,Y,1,1,"VARIANCE_POP(NUMBER) RETURN FLOAT, VARIANCE_POP(FLOAT) RETURN FLOAT",Returns the population variance of the values in a group. Null values are ignored.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,VARIANCE_SAMP,,Y,Y,Y,1,1,"VARIANCE_SAMP(NUMBER) RETURN FLOAT, VARIANCE_SAMP(FLOAT) RETURN FLOAT",Returns the sample variance of the values in a group. Null values are ignored.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,VAR_POP,,Y,Y,Y,1,1,"VAR_POP(NUMBER) RETURN FLOAT, VAR_POP(FLOAT) RETURN FLOAT",Returns the population variance of the values in a group. Null values are ignored.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,VAR_SAMP,,Y,Y,Y,1,1,"VAR_SAMP(NUMBER) RETURN FLOAT, VAR_SAMP(FLOAT) RETURN FLOAT",Returns the sample variance of the values in a group. Null values are ignored.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,VECTOR_COSINE_DISTANCE,,Y,N,N,2,2,"VECTOR_COSINE_DISTANCE(VECTOR(INT, 0), VECTOR(INT, 0)) RETURN FLOAT",Cosine distance between vectors,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,VECTOR_INNER_PRODUCT,,Y,N,N,2,2,"VECTOR_INNER_PRODUCT(VECTOR(INT, 0), VECTOR(INT, 0)) RETURN FLOAT",Inner product between vectors,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,VECTOR_L2_DISTANCE,,Y,N,N,2,2,"VECTOR_L2_DISTANCE(VECTOR(INT, 0), VECTOR(INT, 0)) RETURN FLOAT",L2 distance between vectors,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,WEEK,,Y,N,N,1,1,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,WEEKISO,,Y,N,N,1,1,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,WEEKOFYEAR,,Y,N,N,1,1,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,WIDTH_BUCKET,,Y,N,N,4,4,"WIDTH_BUCKET(NUMBER, NUMBER, NUMBER, NUMBER) RETURN NUMBER, WIDTH_BUCKET(FLOAT, FLOAT, FLOAT, NUMBER) RETURN NUMBER",returns the bucket a value falls into in an equiwidth histogram,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,XMLGET,,Y,N,N,2,3,"XMLGET(VARIANT, VARCHAR, NUMBER) RETURN OBJECT, XMLGET(OBJECT, VARCHAR, NUMBER) RETURN OBJECT, XMLGET(VARIANT, VARCHAR) RETURN OBJECT, XMLGET(OBJECT, VARCHAR) RETURN OBJECT",Get XML element object by XML tag name,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,YEAR,,Y,N,N,1,1,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,YEAROFWEEK,,Y,N,N,1,1,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,YEAROFWEEKISO,,Y,N,N,1,1,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,ZEROIFNULL,,Y,N,N,1,1,"ZEROIFNULL(NUMBER) RETURN NUMBER, ZEROIFNULL(FLOAT) RETURN FLOAT",Converts to zero if the input is NULL,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,ZIPF,,Y,N,N,3,3,"ZIPF(FLOAT, NUMBER, NUMBER) RETURN NUMBER",Returns a Zipf distribution,,N,N,,N,SQL,N
